Collection,Title,Version,DOI,Dataset Progress,Level,Granularity,Granule Size,Format,Creation Date,Data Start Date,Data End Date,Mission/Project,Metadata Author,L2,L34RS,GeoTiff,Giovanni,AIRS L1L2,WCS,WMS,THREDDS,OPeNDAP,GDS,Worldview
S5P_L2__NP_BD7_HiR,Sentinel-5P TROPOMI SNPP VIIRS cloud product band 7 (SWIR detector) 1-Orbit L2 5.5km x 7km,1,10.5270/esa-91oxxtk,ACTIVE,2,101.5 minutes,200 MB per file,netCDF,2019-08-19T00:00:00.000Z,2018-04-30T00:00:00.000Z,,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__O3_TCL,Sentinel-5P TROPOMI Tropospheric Ozone Column,1,10.5270/S5P-8aqg6um,ACTIVE,2,1 day,923 KB per file,netCDF,2019-03-28T00:00:00.000Z,2018-04-30T10:50:26.000Z,2020-07-07T12:09:24.000Z,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3_TCL,Sentinel-5P TROPOMI Tropospheric Ozone Column,2,10.5270/S5P-hcp1l2m,ACTIVE,2,1 day,1.1 MB per file,netCDF,2020-07-31T00:00:00.000Z,2020-07-02T11:04:51.000Z,,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3_TOT,Sentinel-5P TROPOMI Total Ozone Column 1-Orbit L2 7km x 3.5km,1,10.5270/S5P-fqouvyz,ACTIVE,2,101.5 minutes,250 MB per file,netCDF,2018-10-25T00:00:00.000Z,2018-04-30T00:41:24.000Z,2019-08-06T01:58:34.000Z,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__O3_TOT_HiR,Sentinel-5P TROPOMI Total Ozone Column 1-Orbit L2 5.5km x 3.5km,1,10.5270/S5P-fqouvyz,ACTIVE,2,101.5 minutes,318 MB per file,netCDF,2019-08-19T00:00:00.000Z,2019-08-06T02:41:41.000Z,2020-07-13T00:05:59.000Z,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__O3_TOT_HiR,Sentinel-5P TROPOMI Total Ozone Column 1-Orbit L2 5.5km x 3.5km,1,10.5270/S5P-ft13p57,ACTIVE,2,101.5 minutes,318 MB per file,netCDF,2020-07-31T00:00:00.000Z,2018-04-30T00:41:24.000Z,,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__O3_TPR,Sentinel-5P TROPOMI Tropospheric Ozone Profile 1-Orbit L2 7km x 3.5km,1,DOI not yet assigned,ACTIVE,2,101.5 minutes,680 MB per file,netCDF,2019-01-23T00:00:00.000Z,2017-10-13T00:00:00.000Z,,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3_TPR_HiR,Sentinel-5P TROPOMI Tropospheric Ozone Profile 1-Orbit L2 5.5km x 3.5km,1,DOI not yet assigned,ACTIVE,2,101.5 minutes,850 MB per file,netCDF,2019-11-30T00:00:00.000Z,2017-10-13T00:00:00.000Z,,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3__PR,Sentinel-5P TROPOMI Ozone Profile 1-Orbit L2 21km x 28km,1,DOI not yet assigned,ACTIVE,2,101.5 minutes,325 MB per file,netCDF,2019-01-23T00:00:00.000Z,2017-10-13T00:00:00.000Z,,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3__PR_HiR,Sentinel-5P TROPOMI Ozone Profile 1-Orbit L2 16.5km x 28km,1,DOI not yet assigned,ACTIVE,2,101.5 minutes,407 MB per file,netCDF,2019-11-30T00:00:00.000Z,2017-10-13T00:00:00.000Z,,Sentinel-5P,Jian Zeng,,,,,,,,,OPENDAP,,
S5P_L2__O3__PR_HiR,Sentinel-5P TROPOMI Ozone Profile 1-Orbit L2 30km x 30km,2,10.5270/S5P-j7l9xvd,ACTIVE,2,101.5 minutes,380 MB per file,netCDF,2021-11-29T00:00:00.000Z,2021-11-16T03:54:10.000Z,,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__SO2___,Sentinel-5P TROPOMI Sulphur Dioxide SO2 1-Orbit L2 7km x 3.5km,1,10.5270/S5P-yr8kdpp,ACTIVE,2,101.5 minutes,725 MB per file,netCDF,2019-01-31T00:00:00.000Z,2018-05-06T00:29:10.000Z,2019-08-06T01:58:34.000Z,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__SO2____HiR,Sentinel-5P TROPOMI Sulphur Dioxide SO2 1-Orbit L2 5.5km x 3.5km,1,10.5270/S5P-yr8kdpp,ACTIVE,2,101.5 minutes,936 MB per file,netCDF,2019-08-19T00:00:00.000Z,2019-08-06T02:41:41.000Z,2020-07-13T00:05:59.000Z,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S5P_L2__SO2____HiR,Sentinel-5P TROPOMI Sulphur Dioxide SO2 1-Orbit L2 5.5km x 3.5km,2,10.5270/S5P-74eidii,ACTIVE,2,101.5 minutes,936 MB per file,netCDF,2020-07-31T00:00:00.000Z,2020-07-13T00:49:04.000Z,,Sentinel-5P,Jian Zeng,L2,,,,,,,,OPENDAP,,
S6A_GN_1B_RNXD_AX_,Sentinel-6A Level 1B GNSS Precise Orbit Determination V1,1,10.5067/Q8FMQ8GO71D5,ACTIVE,1B,,22 MB per file,ASCII,2021-08-01T00:00:00.000Z,2020-11-26T00:00:00.000Z,,SENTINEL-6,Feng Ding,,,,,,,,,,,
S6A_RO_1B_BND_____,Sentinel-6A Level 1B EUMETSAT Radio Occultation Non-Time-Critical V1,1,10.5067/4GIJ09OJ0L6R,ACTIVE,1B,,1.2 MB per file,netCDF,2021-08-01T00:00:00.000Z,2020-11-28T00:00:00.000Z,,SENTINEL-6,Feng Ding,,,,,,,,,,,
S6A_RO_1B_POD_RNX_,Sentinel-6A Level 1B GNSS Radio Occultation Precise Orbit Determination V1,1,10.5067/WO228VAW5RQU,ACTIVE,1B,,12 MB per file,ASCII,2021-08-01T00:00:00.000Z,2020-11-28T00:00:00.000Z,,SENTINEL-6,Feng Ding,,,,,,,,,,,
SAMSN7L1RAD_CDROM,SAMS/Nimbus-7 Level 1 Radiance Data from CD-ROM V001,001,10.1098/rsta.1980.0166,COMPLETE,1,entire mission,30.8 GB per file,ASCII,2017-10-31T00:00:00.000Z,1978-10-22T00:00:00.000Z,1984-04-16T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SAMSN7L1RAT,SAMS/Nimbus-7 Level 1 Radiance Data V001,001,10.1098/rsta.1980.0166,COMPLETE,1,104 minutes,4.42 MB per file,binary,2019-07-30T00:00:00.000Z,1978-10-26T00:00:00.000Z,1983-06-10T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SAMSN7L3GRIDT,SAMS/Nimbus-7 Level 3 Gridded Retrieval Temperature Data V001,001,10.5067/QJABVNO94YHR,COMPLETE,3,1 day,305 KB per file,binary,2020-10-29T00:00:00.000Z,1978-12-24T00:00:00.000Z,1983-06-09T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SAMSN7L3ZMTG,SAMS/Nimbus-7 Level 3 Zonal Means Composition Data V001,001,10.5067/2EYOUZJBHJJ0,COMPLETE,3,entire mission,19 MB per file,binary,2020-10-29T00:00:00.000Z,1979-01-01T00:00:00.000Z,1981-12-30T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SBUV2N09L2,SBUV2/NOAA-9 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA203,COMPLETE,2,1 day,5 MB per file,HDF5,2012-09-30T00:00:00.000Z,1985-02-02T00:00:00.000Z,1998-02-19T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N09L3zm,SBUV2/NOAA-9 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA303,COMPLETE,3,entire mission,16 MB per file,HDF5,2012-08-01T00:00:00.000Z,1985-02-01T00:00:00.000Z,1998-01-31T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N09O3,SBUV2/NOAA-9 Level 2 Daily Ozone Profile and Total Column from CD-ROM V008,008,,COMPLETE,2,1 day,330 KB per file,ASCII,2004-06-01T00:00:00.000Z,1985-02-02T00:00:00.000Z,1998-02-19T23:59:59.999Z,POES,JAMES JOHNSON,,,,,,,,,,,
SBUV2N11L2,SBUV2/NOAA-11 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA204,COMPLETE,2,1 day,5 MB per file,HDF5,2012-07-31T00:00:00.000Z,1988-12-01T00:00:00.000Z,2001-03-27T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N11L3zm,SBUV2/NOAA-11 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA304,COMPLETE,3,entire mission,15 MB per file,HDF5,2012-08-01T00:00:00.000Z,1989-01-01T00:00:00.000Z,2001-03-27T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N11O3,SBUV2/NOAA-11 Level 2 Daily Ozone Profile and Total Column from CD-ROM V008,008,,COMPLETE,2,1 day,330 KB per file,ASCII,2004-06-01T00:00:00.000Z,1988-12-01T00:00:00.000Z,2001-03-27T23:59:59.999Z,POES,JAMES JOHNSON,,,,,,,,,,,
SBUV2N14L2,SBUV2/NOAA-14 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA205,COMPLETE,2,1 day,5 MB per file,HDF5,2012-08-07T00:00:00.000Z,1995-02-05T00:00:00.000Z,2006-09-28T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N14L3zm,SBUV2/NOAA-14 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA305,COMPLETE,3,entire mission,14 MB per file,HDF5,2012-08-01T00:00:00.000Z,1995-03-01T00:00:00.000Z,2006-09-28T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N16L2,SBUV2/NOAA-16 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA206,COMPLETE,2,1 day,5 MB per file,HDF5,2012-08-31T00:00:00.000Z,2000-10-03T00:00:00.000Z,2013-08-01T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N16L3zm,SBUV2/NOAA-16 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA306,COMPLETE,3,entire mission,13 MB per file,HDF5,2012-05-09T00:00:00.000Z,2000-10-01T00:00:00.000Z,2013-08-01T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N16O3,SBUV2/NOAA-16 Level 2 Daily Ozone Profile and Total Column from CD-ROM V008,008,,COMPLETE,2,1 day,350 KB per file,ASCII,2004-06-01T00:00:00.000Z,2000-10-03T00:00:00.000Z,2003-12-31T23:59:59.999Z,POES,JAMES JOHNSON,,,,,,,,,,,
SBUV2N17L2,SBUV2/NOAA-17 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA207,COMPLETE,2,1 day,5 MB per file,HDF5,2012-09-06T00:00:00.000Z,2002-07-11T00:00:00.000Z,2013-04-10T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N17L3zm,SBUV2/NOAA-17 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA307,COMPLETE,3,entire mission,10 MB per file,HDF5,2012-05-09T00:00:00.000Z,2002-08-01T00:00:00.000Z,2013-01-31T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N18L2,SBUV2/NOAA-18 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA208,COMPLETE,2,1 day,5 MB per file,HDF5,2012-09-07T00:00:00.000Z,2005-06-05T00:00:00.000Z,2012-12-12T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N18L3zm,SBUV2/NOAA-18 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA308,COMPLETE,3,entire mission,7 MB per file,HDF5,2012-08-28T00:00:00.000Z,2005-07-01T00:00:00.000Z,2012-12-30T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N19L2,SBUV2/NOAA-19 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA209,COMPLETE,2,1 day,5 MB per file,HDF5,2012-09-10T00:00:00.000Z,2009-02-23T00:00:00.000Z,2013-08-01T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUV2N19L3zm,SBUV2/NOAA-19 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA309,COMPLETE,3,entire mission,3.7 MB per file,HDF5,2012-05-09T00:00:00.000Z,2009-03-01T00:00:00.000Z,2013-07-31T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUVN07L2,SBUV/Nimbus-7 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA202,COMPLETE,2,1 day,5 MB per file,HDF5,2012-08-15T00:00:00.000Z,1978-10-31T00:00:00.000Z,1990-06-21T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUVN07L3zm,SBUV/Nimbus-7 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA302,COMPLETE,3,entire mission,14 MB per file,HDF5,2012-02-15T00:00:00.000Z,1978-11-01T00:00:00.000Z,1990-05-31T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
SBUVN7O3,SBUV/Nimbus-7 Level 2 Daily Ozone Profile and Total Column from CD-ROM V008,008,,COMPLETE,2,1 day,330 KB per file,ASCII,2004-06-01T00:00:00.000Z,1978-10-31T00:00:00.000Z,1990-06-21T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCAMSN6IM,SCAMS/Nimbus-6 Images of Brightness Temperatures Water Vapor and Temperature on 70-mm Film V001,001,10.5067/588CX4CQWVV4,COMPLETE,2,1 day,9.2 GB per file,TIFF,2022-12-12T00:00:00.000Z,1975-06-15T00:00:00.000Z,1976-05-31T23:59:59.999Z,CWIC,JAMES JOHNSON,,,,,,,,,,,
SCAMSN6L2,SCAMS/Nimbus-6 Level 2 Water Vapor and Temperature as well as Antenna and Brightness Temperature V001,001,,COMPLETE,2,107 minutes,500 KB per file,binary,2014-08-01T00:00:00.000Z,1975-06-15T00:00:00.000Z,1976-05-31T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCMRN5L1RAD,SCMR/Nimbus-5 Level 1 Calibrated and Geolocated Radiances V001,001,10.5067/252PDBEURQZE,COMPLETE,1,7 minute,30 MB per file,binary,2022-05-06T00:00:00.000Z,1972-12-11T00:00:00.000Z,1972-12-30T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCRN4L1RAD,SCR/Nimbus-4 Level 1 Calibrated Radiances V001,001,10.1098/rspa.1970.0196,COMPLETE,1,1 day,1 MB per file,binary,2018-01-31T00:00:00.000Z,1970-07-27T00:00:00.000Z,1973-02-20T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCRN4L1RAD_CDROM,SCR/Nimbus-4 Level 1 Radiance Data from CD-ROM V001,001,10.1098/rspa.1970.0196,COMPLETE,1,1 day,85 MB per file,ASCII,2017-10-31T00:00:00.000Z,1970-07-27T00:00:00.000Z,1972-11-02T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCRN5L1RAD,SCR/Nimbus-5 Level 1 Calibrated Radiances V001,001,10.1098/rspa.1973.0085,COMPLETE,1,1 day,1 MB per file,binary,2018-06-15T00:00:00.000Z,1972-12-13T00:00:00.000Z,1974-12-26T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SCRN5L1RAD_CDROM,SCR/Nimbus-5 Level 1 Radiance Data from CD-ROM V001,001,10.1098/rspa.1973.0085,COMPLETE,1,entire mission,17 GB per file,ASCII,2017-10-31T00:00:00.000Z,1974-12-12T00:00:00.000Z,1978-04-20T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SFC_NITROGEN_DIOXIDE_CONC,Nitrogen Dioxide Surface-Level Annual Average Concentrations V1,1,10.5067/J99FI2U38YRN,COMPLETE,4,1 year,150 MB per file,netCDF,2023-02-28T00:00:00.000Z,1990-01-01T00:00:00.000Z,2020-12-31T23:59:59.999Z,HAQAST,JAMES JOHNSON,,,,,,,,,OPENDAP,,
SIRSN3L1,SIRS/Nimbus-3 Level 1 Radiance Data V001,001,,COMPLETE,1,107 minutes,1 MB per file,binary,2019-07-02T00:00:00.000Z,1969-04-14T00:00:00.000Z,1970-06-19T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SIRSN4L1,SIRS/Nimbus-4 Level 1 Radiance Data V001,001,,COMPLETE,1,1 day,1 MB per file,binary,2019-07-02T00:00:00.000Z,1970-04-08T00:00:00.000Z,1971-04-08T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SMERGE_RZSM0_40CM,Smerge-Noah-CCI root zone soil moisture 0-40 cm L4 daily 0.125 x 0.125 degree V2.0,2,10.5067/PAVQY1KHTMUT,COMPLETE,4,1 day,6 MB per file,netCDF,2018-11-16T00:00:00.000Z,1979-01-02T00:00:00.000Z,,SMERGE,Xiaohua Pan,,,,GIOVANNI,,,,THREDDS,OPENDAP,,
SMMRN7IM,SMMR/Nimbus-7 Color Images V001,001,,COMPLETE,3,3 days,30.8 GB per file,JPEG-2000,2019-05-31T00:00:00.000Z,1978-10-30T00:00:00.000Z,1983-11-02T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
SNDR13CHRP1AQCal,Sounder SIPS: Sun Synchronous 13:30 orbit Climate Hyperspectral InfraRed Product (CHIRP): Calibrated Radiances from EOS-Aqua V2,2,10.5067/G1DTUEAV5I18,ACTIVE,1,6 minutes,116 MB per file,netCDF,2020-12-20T00:00:00.000Z,2016-09-01T00:00:00.000Z,,Aqua,FENG DING,,,,,,,,,OPENDAP,,
SNDR13CHRP1J1Cal,Sounder SIPS: Sun Synchronous 13:30 orbit Climate Hyperspectral InfraRed Product (CHIRP): Calibrated Radiances from JPSS-1/NOAA-20 V2,2,10.5067/MK6ED0BPUBKJ,ACTIVE,1,6 minutes,116 MB per file,netCDF,2020-12-20T00:00:00.000Z,2018-02-17T00:00:00.000Z,2018-09-01T23:59:59.999Z,Aqua,FENG DING,,,,,,,,,OPENDAP,,
SNDR13CHRP1SNCal,Sounder SIPS: Sun Synchronous 13:30 orbit Climate Hyperspectral InfraRed Product (CHIRP): Calibrated Radiances from S-NPP V2,2,10.5067/BS76XFNJVRXL,ACTIVE,1,6 minutes,116 MB per file,netCDF,2020-12-20T00:00:00.000Z,2015-11-02T00:00:00.000Z,,Aqua,FENG DING,,,,,,,,,OPENDAP,,
SNDR13CHRP1,Sounder SIPS: Sun Synchronous 13:30 orbit Climate Hyperspectral InfraRed Product (CHIRP): Calibrated Radiances from EOS-Aqua S-NPP JPSS-1/NOAA-20 V2,2,10.5067/WIG2N5C20MRJ,ACTIVE,1,6 minutes,116 MB per file,netCDF,2020-12-20T00:00:00.000Z,2002-09-01T00:00:00.000Z,,Aqua,FENG DING,,,,,,,,,OPENDAP,,
SNDR13IML3SSDFCNSAT,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Atmospheric Temperature from SNPP CrIMSS and Aqua AIRS,2,10.5067/CPXNAPA2WSQ8,COMPLETE,3,1 day,220 KB per file,netCDF,2022-06-09T00:00:00.000Z,2012-11-28T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDR13IML3SSDFCNSRH,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Relative Humidity from SNPP CrIMSS and Aqua AIRS,2,10.5067/EN55MZCBJU8J,COMPLETE,3,1 day,245 KB per file,netCDF,,2012-11-28T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDR13IML3SSDFCVPD,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Vapor Pressure Deficit from SNPP CrIMSS and Aqua AIRS,2,10.5067/55EOWAJ669WC,COMPLETE,3,1 day,220 KB per file,netCDF,,2012-11-28T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDRAQIL2CCPCCR,Sounder SIPS: AQUA AIRS IR-only Level 2 CLIMCAPS: Cloud Cleared Radiances V2,2,10.5067/9RRS80QCT0E9,ACTIVE,2,6 minutes,13 MB per file,netCDF,2020-02-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIL2CCPRET,Sounder SIPS: AQUA AIRS IR-only Level 2 CLIMCAPS : Atmosphere cloud and surface geophysical state V2,2,10.5067/ILFPVBTDHTDL,ACTIVE,2,6 minutes,13 MB per file,netCDF,2020-02-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,,Aqua,Lena Iredell,L2,,,,,,,,OPENDAP,,
SNDRAQIL3CDCCP,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2,2,10.5067/BZBSA32DWAPN,ACTIVE,3,daily,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIL3CMCCP,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS: Comprehensive Quality Control Gridded Monthly V2,2,10.5067/ZPZ430KOPMIX,ACTIVE,3,1 month,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIL3SDCCP,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS: Specific Quality Control Gridded Daily V2,2,10.5067/47IB56XWPHB3,ACTIVE,3,daily,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIL3SMCCP,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS: Specific Quality Control Gridded Monthly V2,2,10.5067/9UYH1Z35DOC8,ACTIVE,3,1 month,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIL3SSDFCNSAT,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Atmospheric Temperature from Aqua AIRS,2,10.5067/8AE9Y5TSXFX4,COMPLETE,3,1 day,269 KB per file,netCDF,2022-06-08T00:00:00.000Z,2002-08-31T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDRAQIL3SSDFCNSRH,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Relative Humidity from Aqua AIRS,2,10.5067/P986X68OD3MD,COMPLETE,3,1 day,269 KB per file,netCDF,,2002-10-01T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDRAQIL3SSDFCVPD,Spatial Statistical Data Fusion (SSDF) Level 3: CONUS Near-Surface Vapor Pressure Deficit from Aqua AIRS,2,10.5067/4RE39DE0GLVE,COMPLETE,3,1 day,269 KB per file,netCDF,,2002-08-31T00:00:00.000Z,2020-12-31T23:59:59.999Z,Aqua,Thomas Hearty,,,,,,,,,OPENDAP,,
SNDRAQIML1BCALSUBSUM,Sounder SIPS: Aqua AIRS Level-1B Calibration Subset: Summary,2,10.5067/7Q4P1LBIZYZ7,ACTIVE,1,1 day,250 MB per file,netCDF,2022-12-12T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIML1CCALSUBRND,Sounder SIPS: Aqua AIRS Level-1C Calibration Subset: Random Full Spectra V2,2,10.5067/KMJ8Q9ZA1Y3K,ACTIVE,1,1 day,250 MB per file,netCDF,2022-01-31T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIML2CCPCCR,Sounder SIPS: AQUA AIRS IR + MW Level 2 CLIMCAPS: Cloud Cleared Radiances V2,2,10.5067/W0OHIT0RAM8O,ACTIVE,2,6 minutes,13 MB per file,netCDF,2020-02-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIML2CCPRET,Sounder SIPS: AQUA AIRS IR + MW Level 2 CLIMCAPS: Atmosphere cloud and surface geophysical state V2,2,10.5067/JZMYK5SMYM86,ACTIVE,2,6 minutes,13 MB per file,netCDF,2020-02-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,Lena Iredell,L2,,,,,,,,OPENDAP,,
SNDRAQIML3CDCCP,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2,2,10.5067/MAIIRGMT0JPH,ACTIVE,3,6 minutes,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-09-26T23:59:59.999Z,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
SNDRAQIML3CMCCP,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2,2,10.5067/RXHQI7P4AGIL,ACTIVE,3,6 minutes,13 MB per file,netCDF,2019-01-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,Lena Iredell,,,,,,,,,OPENDAP,,
